video_id,trending_date,title,channel_title,category_id,tags,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,description
i31kP_hMGDc,18.10.02,27 INGENIOUS STATIONERY HACKS,5-Minute Crafts,26,"5-Minute Crafts|""DIY""|""Do it yourself""|""crafts""|""trucos""|""trucos de belliza""|""proyectos faciles""|""useful things""|""lifehacks""|""tricks""|""tips""|""DIY projects""|""DIY activities""|""Handcraft""|""Tutorial""|""fun""|""stationery""|""pen""|""pencils""|""office""|""supply""|""sticky notes""|""clever""|""unusual""|""slime""|""draw""|""perspective""|""without ruler""|""great""|""awesome""|""lego""|""school life""|""creative""|""paper clips""|""picture""|""frame""|""note""|""holder""|""rainbow highlighter""|""sneaky""|""insane""|""sharpener""",1127557,10990,1045,609,FALSE,FALSE,There are tons of great things you can do simply with the pens and pencils! They're so nice and useful. Check it out! \n\nSubscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqz\nSubscribe to 5-Minute Workouts: https://goo.gl/67owiQ\n\n----------------------------------------------------------------------------------------\nOur Social Media:\n5-Minute Crafts KIDS: https://goo.gl/PEuLVt\nFacebook: https://www.facebook.com/5min.crafts/\nInstagram: https://www.instagram.com/5.min.crafts/\n\nHave you ever seen a talking slime? Here he is – Slick Slime Sam: https://goo.gl/zarVZo\n\nThe Bright Side of Youtube: https://goo.gl/rQTJZz\n\n----------------------------------------------------------------------------------------\nFor more videos and articles visit:\nhttp://www.brightside.me/\n\nMusic: 1. Texas Techno by Audionautix is licensed under a Creative Commons Attribution licence (https://creativecommons.org/licenses/by/4.0/)\n\nArtist: http://audionautix.com/\n\n2. EDM Detection Mode by Kevin MacLeod is licensed under a Creative Commons Attribution licence (https://creativecommons.org/licenses/by/4.0/)\n\nSource: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1500026\n\nArtist: http://incompetech.com/\n\n3. Straighty Baby by Audionautix is licensed under a Creative Commons Attribution licence (https://creativecommons.org/licenses/by/4.0/)\n\nArtist: http://audionautix.com/
8GWI--fsj_o,18.11.02,35 HACKS WITH THINGS WOMEN ALWAYS CARRY IN THEIR PURSES,5-Minute Crafts,26,"5-Minute Crafts|""DIY""|""Do it yourself""|""crafts""|""trucos""|""trucos de belliza""|""proyectos faciles""|""useful things""|""lifehacks""|""tricks""|""tips""|""DIY projects""|""DIY activities""|""Handcraft""|""Tutorial""|""items""|""save butt""|""purse""|""bag""|""unexpected""|""magical""|""gift wrapping""|""ideas""|""chapstick""|""lipstick""|""life-saving""|""coin""|""condom""|""ouside""|""bedroom""|""top secret""|""bizarre""|""pantyhose""|""old""|""socks""|""earhpones""|""paper clip""|""everyday""|""creative""|""ordinary""|""crazy""|""insane""|""wow""|""paint""|""tampone""|""easy life hacks""|""simple life hacks""|""gift""|""present""",2084873,19453,2282,1644,FALSE,FALSE,Everyone knows that every woman's purse is a real Treasure island! There's so much stuff in there! Find out how useful it can be in this video!\n\nSubscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqz\nSubscribe to 5-Minute Workouts: https://goo.gl/67owiQ\n\n----------------------------------------------------------------------------------------\nOur Social Media:\n5-Minute Crafts KIDS: https://goo.gl/PEuLVt\nFacebook: https://www.facebook.com/5min.crafts/\nInstagram: https://www.instagram.com/5.min.crafts/\n\nHave you ever seen a talking slime? Here he is – Slick Slime Sam: https://goo.gl/zarVZo\n\nThe Bright Side of Youtube: https://goo.gl/rQTJZz\n\n----------------------------------------------------------------------------------------\nFor more videos and articles visit:\nhttp://www.brightside.me/
TPUssJ75Bek,18.12.02,35 EPIC GLUE GUN LIFE HACKS || HOT GLUE CRAFTS COMPILATION,5-Minute Crafts,26,"5-Minute Crafts|""DIY""|""Do it yourself""|""crafts""|""trucos""|""trucos de belliza""|""proyectos faciles""|""useful things""|""lifehacks""|""tricks""|""tips""|""DIY projects""|""DIY activities""|""Handcraft""|""Tutorial""|""glue gun""|""fun""|""hot""|""girls""|""awesome""|""useful""|""helpful""|""flip flops""|""ideas""|""clever""|""wild""|""crazy""|""heart""|""pendant""|""lamp""|""stencils""|""household""|""kitchen""|""comfort""|""magnetic""|""curtain clips""|""screwdriver handle""|""plate coaster""|""time measure""|""hair""|""non-slip cutting board""|""tie""|""hot glue""|""glue gun hacks""|""easy life hacks""",1355276,14506,1578,1519,FALSE,FALSE,"First of all, glue guns are so much fun! Secondly, they are insanely helpful in the household! So you're killing two birds with one stone! Check it out! 😉\n\nSubscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqz\nSubscribe to 5-Minute Workouts: https://goo.gl/67owiQ\n\n----------------------------------------------------------------------------------------\nOur Social Media:\n5-Minute Crafts KIDS: https://goo.gl/PEuLVt\nFacebook: https://www.facebook.com/5min.crafts/\nInstagram: https://www.instagram.com/5.min.crafts/\n\nHave you ever seen a talking slime? Here he is – Slick Slime Sam: https://goo.gl/zarVZo\n\nThe Bright Side of Youtube: https://goo.gl/rQTJZz\n\n----------------------------------------------------------------------------------------\nFor more videos and articles visit:\nhttp://www.brightside.me/"
TPUssJ75Bek,18.13.02,35 EPIC GLUE GUN LIFE HACKS || HOT GLUE CRAFTS COMPILATION,5-Minute Crafts,26,"5-Minute Crafts|""DIY""|""Do it yourself""|""crafts""|""trucos""|""trucos de belliza""|""proyectos faciles""|""useful things""|""lifehacks""|""tricks""|""tips""|""DIY projects""|""DIY activities""|""Handcraft""|""Tutorial""|""glue gun""|""fun""|""hot""|""girls""|""awesome""|""useful""|""helpful""|""flip flops""|""ideas""|""clever""|""wild""|""crazy""|""heart""|""pendant""|""lamp""|""stencils""|""household""|""kitchen""|""comfort""|""magnetic""|""curtain clips""|""screwdriver handle""|""plate coaster""|""time measure""|""hair""|""non-slip cutting board""|""tie""|""hot glue""|""glue gun hacks""|""easy life hacks""",1677149,16031,1851,1833,FALSE,FALSE,"First of all, glue guns are so much fun! Secondly, they are insanely helpful in the household! So you're killing two birds with one stone! Check it out! 😉\n\nSubscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqz\nSubscribe to 5-Minute Workouts: https://goo.gl/67owiQ\n\n----------------------------------------------------------------------------------------\nOur Social Media:\n5-Minute Crafts KIDS: https://goo.gl/PEuLVt\nFacebook: https://www.facebook.com/5min.crafts/\nInstagram: https://www.instagram.com/5.min.crafts/\n\nHave you ever seen a talking slime? Here he is – Slick Slime Sam: https://goo.gl/zarVZo\n\nThe Bright Side of Youtube: https://goo.gl/rQTJZz\n\n----------------------------------------------------------------------------------------\nFor more videos and articles visit:\nhttp://www.brightside.me/"
Hr4r0smKFTQ,18.14.02,30 THINGS YOU KEEP DOING WRONG,5-Minute Crafts,26,"5-Minute Crafts|""DIY""|""Do it yourself""|""crafts""|""trucos""|""trucos de belliza""|""proyectos faciles""|""useful things""|""lifehacks""|""tricks""|""tips""|""DIY projects""|""DIY activities""|""Handcraft""|""Tutorial""|""apply""|""band aid""|""wrong""|""5 things""|""clever""|""doing""|""favorite""|""food""|""etiquette""|""smart""|""mistakes""|""avoid""|""meat""|""doneness""|""finger""|""test""|""weird""|""cook""|""steaks""|""best advice""|""washing""|""laundry""|""hand""|""cleaning""|""technique""|""life""|""gadgets""|""reduce""|""charging""",725833,9049,877,601,FALSE,FALSE,Change your perspective on the common things you used to do wrong! You'll thank me later! 😉\n\nSubscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqz\nSubscribe to 5-Minute Workouts: https://goo.gl/67owiQ\n\n----------------------------------------------------------------------------------------\nOur Social Media:\n5-Minute Crafts KIDS: https://goo.gl/PEuLVt\nFacebook: https://www.facebook.com/5min.crafts/\nInstagram: https://www.instagram.com/5.min.crafts/\n\nHave you ever seen a talking slime? Here he is – Slick Slime Sam: https://goo.gl/zarVZo\n\nThe Bright Side of Youtube: https://goo.gl/rQTJZz\n\n----------------------------------------------------------------------------------------\nFor more videos and articles visit:\nhttp://www.brightside.me/
wJs0yai2t-w,18.15.02,30 MONEY-SAVING LIFE HACKS FOR GIRLS,5-Minute Crafts,26,"5-Minute Crafts|""DIY""|""Do it yourself""|""crafts""|""trucos""|""trucos de belliza""|""proyectos faciles""|""useful things""|""lifehacks""|""tricks""|""tips""|""DIY projects""|""DIY activities""|""Handcraft""|""Tutorial""|""easy""|""empty""|""makeup""|""storage""|""actually""|""work""|""lipstick""|""can""|""eat""|""lovers""|""genius""|""lip balm""|""awesome""|""tasty""|""magnetic""|""board""|""handmade""|""homemade""|""brush roll""|""broken""|""compact""|""powder""|""eyeshadows""|""properly""|""eyeliner""|""old into new""|""recycle""|""reuse""|""repair""|""broken powder""|""blush""|""makeup hacks""|""beauty hacks""",1796997,25527,1675,1045,FALSE,FALSE,"Here's the number of super useful recipes of handmade makeup items, not only they look great but also taste delicious! And not to mention, the positive effect on your skin! Give it a try! \n\nSubscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqz\nSubscribe to 5-Minute Workouts: https://goo.gl/67owiQ\n\n----------------------------------------------------------------------------------------\nOur Social Media:\n5-Minute Crafts KIDS: https://goo.gl/PEuLVt\nFacebook: https://www.facebook.com/5min.crafts/\nInstagram: https://www.instagram.com/5.min.crafts/\n\nHave you ever seen a talking slime? Here he is – Slick Slime Sam: https://goo.gl/zarVZo\n\nThe Bright Side of Youtube: https://goo.gl/rQTJZz\n\n----------------------------------------------------------------------------------------\nFor more videos and articles visit:\nhttp://www.brightside.me/"
3mrev4uOh-0,18.16.02,30 LIFE HACKS TO SOLVE EVERYDAY PROBLEMS,5-Minute Crafts,26,"5-Minute Crafts|""DIY""|""Do it yourself""|""crafts""|""trucos""|""trucos de belliza""|""proyectos faciles""|""useful things""|""lifehacks""|""tricks""|""tips""|""DIY projects""|""DIY activities""|""Handcraft""|""Tutorial""|""5 uses""|""unusual""|""baby""|""oil""|""sharpen""|""knife""|""solving small problems""|""bracelet""|""charger""|""cable""|""holder""|""last longer""|""cleanses""|""body""|""natural""|""extend""|""longevity""|""perfume""|""inventions""|""hair""|""straightener""|""household""|""ziplock""|""bags""|""zipper""",1342583,10828,1283,668,FALSE,FALSE,Here comes the super helpful compilation of hacks and tips that may come in handy in every situation possible whether you're at home or outside! Check it out! \n\nSubscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqz\nSubscribe to 5-Minute Workouts: https://goo.gl/67owiQ\n\n----------------------------------------------------------------------------------------\nOur Social Media:\n5-Minute Crafts KIDS: https://goo.gl/PEuLVt\nFacebook: https://www.facebook.com/5min.crafts/\nInstagram: https://www.instagram.com/5.min.crafts/\n\nHave you ever seen a talking slime? Here he is – Slick Slime Sam: https://goo.gl/zarVZo\n\nThe Bright Side of Youtube: https://goo.gl/rQTJZz\n\n----------------------------------------------------------------------------------------\nFor more videos and articles visit:\nhttp://www.brightside.me/
3mrev4uOh-0,18.17.02,30 LIFE HACKS TO SOLVE EVERYDAY PROBLEMS,5-Minute Crafts,26,"5-Minute Crafts|""DIY""|""Do it yourself""|""crafts""|""trucos""|""trucos de belliza""|""proyectos faciles""|""useful things""|""lifehacks""|""tricks""|""tips""|""DIY projects""|""DIY activities""|""Handcraft""|""Tutorial""|""5 uses""|""unusual""|""baby""|""oil""|""sharpen""|""knife""|""solving small problems""|""bracelet""|""charger""|""cable""|""holder""|""last longer""|""cleanses""|""body""|""natural""|""extend""|""longevity""|""perfume""|""inventions""|""hair""|""straightener""|""household""|""ziplock""|""bags""|""zipper""",1960863,13252,1618,790,FALSE,FALSE,Here comes the super helpful compilation of hacks and tips that may come in handy in every situation possible whether you're at home or outside! Check it out! \n\nSubscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqz\nSubscribe to 5-Minute Workouts: https://goo.gl/67owiQ\n\n----------------------------------------------------------------------------------------\nOur Social Media:\n5-Minute Crafts KIDS: https://goo.gl/PEuLVt\nFacebook: https://www.facebook.com/5min.crafts/\nInstagram: https://www.instagram.com/5.min.crafts/\n\nHave you ever seen a talking slime? Here he is – Slick Slime Sam: https://goo.gl/zarVZo\n\nThe Bright Side of Youtube: https://goo.gl/rQTJZz\n\n----------------------------------------------------------------------------------------\nFor more videos and articles visit:\nhttp://www.brightside.me/
6Xq5Mj66bqo,18.18.02,20 BRILLIANT COOKING HACKS THAT WILL MAKE YOUR LIFE EASIER,5-Minute Crafts,26,"5-Minute Crafts|""DIY""|""Do it yourself""|""crafts""|""trucos""|""trucos de belliza""|""proyectos faciles""|""useful things""|""lifehacks""|""tricks""|""tips""|""DIY projects""|""DIY activities""|""Handcraft""|""Tutorial""|""great""|""perfect""|""fun""|""easy""|""ideas microwave""|""eggs""|""cooking""|""incredible""|""awesome""|""kitchen""|""professional's secrets""|""chief""|""master""|""peeling""|""preparing""|""proper""|""correctly""|""coca-cola""|""super""|""tasty""|""yummy""|""egg hacks""|""bottle""|""plastic bottle""|""reuse""|""recycle""|""kitchen hacks""|""cook""|""cooking tips""|""easy life hacks""|""simple life hacks""",1455341,15995,1288,909,FALSE,FALSE,Wanna know how to cook much faster and make your meals more delicious? Check out these super helpful kitchen hacks! Bon appetit! :)\n\nSubscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqz\nSubscribe to 5-Minute Workouts: https://goo.gl/67owiQ\n\n----------------------------------------------------------------------------------------\nOur Social Media:\n5-Minute Crafts KIDS: https://goo.gl/PEuLVt\nFacebook: https://www.facebook.com/5min.crafts/\nInstagram: https://www.instagram.com/5.min.crafts/\n\nHave you ever seen a talking slime? Here he is – Slick Slime Sam: https://goo.gl/zarVZo\n\nThe Bright Side of Youtube: https://goo.gl/rQTJZz\n\n----------------------------------------------------------------------------------------\nFor more videos and articles visit:\nhttp://www.brightside.me/
oGyboe1YzWc,18.19.02,35 COOL CRAFTING LIFE HACKS AND DECOR IDEAS,5-Minute Crafts,26,"5-Minute Crafts|""DIY""|""Do it yourself""|""crafts""|""trucos""|""trucos de belliza""|""proyectos faciles""|""useful things""|""lifehacks""|""tricks""|""tips""|""DIY projects""|""DIY activities""|""Handcraft""|""Tutorial""|""photo""|""transfer""|""picture""|""frame""|""delicious chocolate""|""decoration""|""macrame""|""fun""|""shaving""|""cream""|""box""|""shirts""|""candles""|""mod""|""podge""|""toothpaste""|""crayons""|""family""|""memory ideas""|""easy""|""cute""|""decor""|""decorate""|""craftring hacks""|""easy crafts""|""ideas""|""balloon""|""iron""|""decor ideas""|""simple crafts""|""straw""|""straws""|""rope""|""pillow""|""diy gifts""",771341,9481,784,775,FALSE,FALSE,Check out this amazing compilation of super useful hacks and crafts! Plus truly remarkable ideas for the family memory!\n\nSubscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqz\nSubscribe to 5-Minute Workouts: https://goo.gl/67owiQ\n\n----------------------------------------------------------------------------------------\nOur Social Media:\n5-Minute Crafts KIDS: https://goo.gl/PEuLVt\nFacebook: https://www.facebook.com/5min.crafts/\nInstagram: https://www.instagram.com/5.min.crafts/\n\nHave you ever seen a talking slime? Here he is – Slick Slime Sam: https://goo.gl/zarVZo\n\nThe Bright Side of Youtube: https://goo.gl/rQTJZz\nSMART Youtube: https://goo.gl/JTfP6L\n\n----------------------------------------------------------------------------------------\nFor more videos and articles visit:\nhttp://www.brightside.me/
DdIs03ufvxk,18.20.02,25 CUTE AND FAST DIY PROJECTS FOR THE WHOLE FAMILY,5-Minute Crafts,26,"5-Minute Crafts|""DIY""|""Do it yourself""|""crafts""|""trucos""|""trucos de belliza""|""proyectos faciles""|""useful things""|""lifehacks""|""tricks""|""tips""|""DIY projects""|""DIY activities""|""Handcraft""|""Tutorial""|""easy""|""decoration""|""stylish""|""lights""|""recycle""|""upcycled""|""clothes""|""pets""|""old""|""jeans""|""shirt""|""towel""|""folding""|""succulent""|""cable""|""ties""|""rugs""|""homemade""|""light bulb""|""nail polish""|""stone""|""miniature""|""swimming pool""|""glass bottles""|""easy crafts""|""easy life hacks""|""simple life hacks""|""straw""|""straws""",3082293,27217,2653,1632,FALSE,FALSE,"Find out how to make super cute pet clothes from your old one, also great DIY ideas for the lamps and much more!\n\nSubscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqz\nSubscribe to 5-Minute Workouts: https://goo.gl/67owiQ\n\n----------------------------------------------------------------------------------------\nOur Social Media:\n5-Minute Crafts KIDS: https://goo.gl/PEuLVt\nFacebook: https://www.facebook.com/5min.crafts/\nInstagram: https://www.instagram.com/5.min.crafts/\n\nHave you ever seen a talking slime? Here he is – Slick Slime Sam: https://goo.gl/zarVZo\n\nThe Bright Side of Youtube: https://goo.gl/rQTJZz\nSMART Youtube: https://goo.gl/JTfP6L\n\n----------------------------------------------------------------------------------------\nFor more videos and articles visit:\nhttp://www.brightside.me/"
DdIs03ufvxk,18.21.02,25 CUTE AND FAST DIY PROJECTS FOR THE WHOLE FAMILY,5-Minute Crafts,26,"5-Minute Crafts|""DIY""|""Do it yourself""|""crafts""|""trucos""|""trucos de belliza""|""proyectos faciles""|""useful things""|""lifehacks""|""tricks""|""tips""|""DIY projects""|""DIY activities""|""Handcraft""|""Tutorial""|""easy""|""decoration""|""stylish""|""lights""|""recycle""|""upcycled""|""clothes""|""pets""|""old""|""jeans""|""shirt""|""towel""|""folding""|""succulent""|""cable""|""ties""|""rugs""|""homemade""|""light bulb""|""nail polish""|""stone""|""miniature""|""swimming pool""|""glass bottles""|""easy crafts""|""easy life hacks""|""simple life hacks""|""straw""|""straws""",4289651,31671,3277,1876,FALSE,FALSE,"Find out how to make super cute pet clothes from your old one, also great DIY ideas for the lamps and much more!\n\nSubscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqz\nSubscribe to 5-Minute Workouts: https://goo.gl/67owiQ\n\n----------------------------------------------------------------------------------------\nOur Social Media:\n5-Minute Crafts KIDS: https://goo.gl/PEuLVt\nFacebook: https://www.facebook.com/5min.crafts/\nInstagram: https://www.instagram.com/5.min.crafts/\n\nHave you ever seen a talking slime? Here he is – Slick Slime Sam: https://goo.gl/zarVZo\n\nThe Bright Side of Youtube: https://goo.gl/rQTJZz\nSMART Youtube: https://goo.gl/JTfP6L\n\n----------------------------------------------------------------------------------------\nFor more videos and articles visit:\nhttp://www.brightside.me/"
gWBYfSTI5rM,18.22.02,30 HACKS THAT MAY LOOK WEIRD BUT ARE ACTUALLY GENIUS,5-Minute Crafts,26,"5-Minute Crafts|""DIY""|""Do it yourself""|""crafts""|""trucos""|""trucos de belliza""|""proyectos faciles""|""useful things""|""lifehacks""|""tricks""|""tips""|""DIY projects""|""DIY activities""|""Handcraft""|""Tutorial""|""GENIUS""|""PERFECT""|""onsane""|""crazy""|""brilliant""|""ways""|""use""|""foil""|""house""|""household""|""home""|""homemade""|""handmade""|""iphone""|""kitchen""|""smartphone""|""amazing""|""batteries""|""chewing gum""|""comfort""|""stress""|""relief""|""weird""|""cook""|""steak""|""toothbrush""|""simple""|""thread""|""easy life hacks""|""simple life hacks""|""foil hacks""|""phone hacks""|""sew""|""sewing""",1799063,16492,1764,1609,FALSE,FALSE,"Well you know what they say... crazy equals genius! Even if some of these hacks seem weird to you, doesn't mean they're not helpful at all! Check them out and have fun! ;)\n\n\nSubscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqz\nSubscribe to 5-Minute Workouts: https://goo.gl/67owiQ\n\n----------------------------------------------------------------------------------------\nOur Social Media:\n5-Minute Crafts KIDS: https://goo.gl/PEuLVt\nFacebook: https://www.facebook.com/5min.crafts/\nInstagram: https://www.instagram.com/5.min.crafts/\n\nHave you ever seen a talking slime? Here he is – Slick Slime Sam: https://goo.gl/zarVZo\n\nThe Bright Side of Youtube: https://goo.gl/rQTJZz\n\n----------------------------------------------------------------------------------------\nFor more videos and articles visit:\nhttp://www.brightside.me/"
48mhsixjAKA,18.23.02,20 TOTALLY EASY KITCHEN HACKS,5-Minute Crafts,26,"5-Minute Crafts|""DIY""|""Do it yourself""|""crafts""|""trucos""|""trucos de belliza""|""proyectos faciles""|""useful things""|""lifehacks""|""tricks""|""tips""|""DIY projects""|""DIY activities""|""Handcraft""|""Tutorial""|""fun""|""fast""|""kitchen""|""creative""|""coca-cola""|""unexpected""|""best""|""useful""|""knife""|""wine""|""cork""|""delicious""|""yummy""|""tasty""|""hell""|""everyday""|""smart""|""uses""|""ways""|""kitchen hacks""|""kitchen tricks""|""cook""|""cooking""|""peel""|""cut""|""kiwi""|""spoon hacks""|""kitchen knife""|""easy life hacks""|""simple life hacks""",955519,10809,943,783,FALSE,FALSE,These kitchen hacks are super effective and fun plus delicious! Don't miss out on them! :)\n\nSubscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqz\nSubscribe to 5-Minute Workouts: https://goo.gl/67owiQ\n\n----------------------------------------------------------------------------------------\nOur Social Media:\n5-Minute Crafts KIDS: https://goo.gl/PEuLVt\nFacebook: https://www.facebook.com/5min.crafts/\nInstagram: https://www.instagram.com/5.min.crafts/\n\nHave you ever seen a talking slime? Here he is – Slick Slime Sam: https://goo.gl/zarVZo\n\nThe Bright Side of Youtube: https://goo.gl/rQTJZz\n\n----------------------------------------------------------------------------------------\nFor more videos and articles visit:\nhttp://www.brightside.me/
aLDjHS1HKpw,18.24.02,25 EASY TRICKS YOU WON'T BELIEVE ARE REAL,5-Minute Crafts,26,"5-Minute Crafts|""DIY""|""Do it yourself""|""crafts""|""trucos""|""trucos de belliza""|""proyectos faciles""|""useful things""|""lifehacks""|""tricks""|""tips""|""DIY projects""|""DIY activities""|""Handcraft""|""Tutorial""|""awesome""|""easy""|""foam""|""experiments""|""non-newtonian""|""liquid""|""fluid""|""amazing""|""capabilities""|""balloon""|""mind-blowing""|""stunning""|""magic""|""lighter""|""useful""|""tool""|""spectacular""|""science""|""bright""|""static""|""electricity""|""incredible""|""fire""|""smoke""|""matches""|""balancing""|""physical""|""easy life hacks""|""simple life hacks""|""magic tricks""|""revealed""|""balloon tricks""",2175382,22019,1843,1331,FALSE,FALSE,Wanna be the next Houdini or Copperfield? Here are the tricks for a good start! Start practicing now and tomorrow you'll astonish your friends and beloved ones with your magic! :)\n\nSubscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqz\nSubscribe to 5-Minute Workouts: https://goo.gl/67owiQ\n\n----------------------------------------------------------------------------------------\nOur Social Media:\n5-Minute Crafts KIDS: https://goo.gl/PEuLVt\nFacebook: https://www.facebook.com/5min.crafts/\nInstagram: https://www.instagram.com/5.min.crafts/\n\nHave you ever seen a talking slime? Here he is – Slick Slime Sam: https://goo.gl/zarVZo\n\nThe Bright Side of Youtube: https://goo.gl/rQTJZz\n\n----------------------------------------------------------------------------------------\nFor more videos and articles visit:\nhttp://www.brightside.me/
fYybt6w1IUw,18.25.02,20 AWESOME PAINT HACKS FOR EVERYONE,5-Minute Crafts,26,"5-Minute Crafts|""DIY""|""Do it yourself""|""crafts""|""trucos""|""trucos de belliza""|""proyectos faciles""|""useful things""|""lifehacks""|""tricks""|""tips""|""DIY projects""|""DIY activities""|""Handcraft""|""Tutorial""|""fun""|""unusual""|""drawings""|""awesome""|""bedroom""|""ideas""|""egg tray""|""painting""|""one line""|""animals""|""water""|""ink""|""colored foam""|""masking tape""|""without a ruler""|""perspective""|""puzzle""|""thread""|""galaxy""|""sneakers""|""cool school""|""frame""|""coffee""|""handprints""|""finger""|""fire""|""space""|""paint""|""painting hacks""|""brush""|""color""|""colors""|""easy drawings""",1022511,13583,981,1007,FALSE,FALSE,"Do you like painting? Check this out! Tons of great ideas on how to paint, what techniques to use and more. Have fun and be creative! 😉\n\nSubscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqz\nSubscribe to 5-Minute Workouts: https://goo.gl/67owiQ\n\n----------------------------------------------------------------------------------------\nOur Social Media:\n5-Minute Crafts KIDS: https://goo.gl/PEuLVt\nFacebook: https://www.facebook.com/5min.crafts/\nInstagram: https://www.instagram.com/5.min.crafts/\n\nHave you ever seen a talking slime? Here he is – Slick Slime Sam: https://goo.gl/zarVZo\n\nThe Bright Side of Youtube: https://goo.gl/rQTJZz\n\n----------------------------------------------------------------------------------------\nFor more videos and articles visit:\nhttp://www.brightside.me/"
PdCpZF-RWnE,18.26.02,25 UNEXPECTED USES FOR EVERYDAY ITEMS THAT ARE TOTALLY GENIUS,5-Minute Crafts,26,"5-Minute Crafts|""DIY""|""Do it yourself""|""crafts""|""trucos""|""trucos de belliza""|""proyectos faciles""|""useful things""|""lifehacks""|""tricks""|""tips""|""DIY projects""|""DIY activities""|""Handcraft""|""Tutorial""|""genius""|""sharp""|""lemon""|""sticky""|""tape""|""coconut oil""|""never""|""silica gel""|""shower cap""|""throw out""|""sugaring paste""|""defense""|""disposable""|""ideas""|""unexpected""|""surprising""|""brand new""|""chaid""|""dry""|""skin""|""tight""|""ring""|""everyday hacks""|""easy life hacks""|""simple life hacks""",2381144,21224,2239,751,FALSE,FALSE,Get ready! You'll gonna be surprised! Look at old common items from the new perspective and use them to their max! :)\n\nSubscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqz\nSubscribe to 5-Minute Workouts: https://goo.gl/67owiQ\n\n----------------------------------------------------------------------------------------\nOur Social Media:\n5-Minute Crafts KIDS: https://goo.gl/PEuLVt\nFacebook: https://www.facebook.com/5min.crafts/\nInstagram: https://www.instagram.com/5.min.crafts/\n\nHave you ever seen a talking slime? Here he is – Slick Slime Sam: https://goo.gl/zarVZo\n\nThe Bright Side of Youtube: https://goo.gl/rQTJZz\n\n----------------------------------------------------------------------------------------\nFor more videos and articles visit:\nhttp://www.brightside.me/
thQyg1i5kI0,18.27.02,23 CLOTHING HACKS THAT ARE ABSOLUTE LIFESAVERS,5-Minute Crafts,26,"5-Minute Crafts|""DIY""|""Do it yourself""|""crafts""|""trucos""|""trucos de belliza""|""proyectos faciles""|""useful things""|""lifehacks""|""tricks""|""tips""|""DIY projects""|""DIY activities""|""Handcraft""|""Tutorial""|""quick""|""removing""|""stains""|""dirt""|""easy""|""clothes""|""clothing""|""repair""|""brilliant""|""perfect""|""bow""|""ideal""|""amazing""|""underwear""|""bra""|""useful""|""helpful""|""wow""|""emergency""|""clothing tips""|""look good""|""easy life hacks""|""simple life hacks""|""embarrassing""|""any situation""",3769407,33824,3013,2070,FALSE,FALSE,You definitely need to check these hacks! You never know when they may come in handy! :)\n\nSubscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqz\nSubscribe to 5-Minute Workouts: https://goo.gl/67owiQ\n\n----------------------------------------------------------------------------------------\nOur Social Media:\n5-Minute Crafts KIDS: https://goo.gl/PEuLVt\nFacebook: https://www.facebook.com/5min.crafts/\nInstagram: https://www.instagram.com/5.min.crafts/\n\nHave you ever seen a talking slime? Here he is – Slick Slime Sam: https://goo.gl/zarVZo\n\nThe Bright Side of Youtube: https://goo.gl/rQTJZz\n\n----------------------------------------------------------------------------------------\nFor more videos and articles visit:\nhttp://www.brightside.me/
